aba_number,address,state,phone_number,bank
291880424  291880411,"PO BOX 970, EAU CLAIRE, WI - 55702",WI,715-855-8876,ROYAL CREDIT UNION 
051409456,"P O BOX 4620, LYNCHBURG, VA - 24502",VA,434-455-1705,SELECT BANK 
073902436,"1025 BRADEN AVE, CHARITON, IA - 50049",IA,641-774-8581,MIDWEST HERITAGE BANK FSB 
274970652,"126 CONSTITUTION PLAZA, MONTICELLO, IN - 47960",IN,574-583-4121,PEOPLES SAVINGS 
226074111,"3960 B HILLMAN AVENUE, BRONX, NY - 10463",NY,718-549-5858,VAN CORTLANDT COOP FCU 
231381569,"532 OAKRIDGE DRIVE, JOHNSTOWN, PA - 15904",PA,814-266-4987,U S S C O JOHNSTOWN 
325180401,"1499 GARRETT STREET, ENUMCLAW, WA - 98022",WA,360-825-4833,WHITE RIVER CREDIT UNION 
063112304  063114030,"200 AVE. B. NW, WINTER HAVEN, FL - 33881",FL,855-863-2265,CENTERSTATE BANK OF FLORIDA 
262085096,"1400 6TH AVE SOUTH, BIRMINGHAM, AL - 35233",AL,205-930-1213,HEALTH CU 
263189616,"4720 NW 39 ST AVE, GAINESVILLE, FL - 32606",FL,352-333-4760,HCA FEDERAL CREDIT UNION 
021502273,"273 PONCE DE LEON AVE, HATO REY, PR - 00918",PR,787-766-7836,SCOTIABANK DE PUERTO RICO 
021502804,"273 PONCE DE LEON AVE, HATO REY, PR - 00918",PR,787-766-7992,SCOTIABANK DE PUERTO RICO 
221572689,"273 PONCE DE LEON AVE, HATO REY, PR - 00918",PR,787-766-7992,SCOTIABANK DE PUERTO RICO 
221572692,"273 PONCE DE LEON AVE, HATO REY, PR - 00918",PR,787-766-7992,SCOTIABANK DE PUERTO RICO 
221572867,"273 PONCE DE LEON AVE, HATO REY, PR - 00918",PR,787-766-7992,SCOTIABANK DE PUERTO RICO 
221379769,"1187 TROY SCHENECTADY RD, LATHAM, NY - 12110",NY,518-347-3111,SUNMARK FEDERAL CREDIT UNION 
313084315,"SUITE A, HOUSTON, TX - 77020",TX,713-675-3000,OUR MOTHER MERCY FEDERAL CR UN 
316386777,"1001 N LEE STREET, ODESSA, TX - 79761",TX,432-332-8171,WEST TX EDUCATORS C U 
062201630,"601 SOUTH WASHINGTON STREET, MARION, AL - 36756",AL,334-683-6131,MARION BK AND TRUST CO 
044215796,"420 3RD AVENUE, GALLIPOLIS, OH - 45631",OH,740-446-2631,THE OHIO VALLEY BANK 
264181590,"2416 MEMORIAL BLVD, SPRINGFIELD, TN - 37172",TN,615-382-1668,THE CREDIT UNION FOR ROBERTSON 
281277555,"P O BOX 516, VIENNA, IL - 62995",IL,618-658-8312,RIVER TO RIVER CREDIT UNION 
051402482,"116 SOUTH COMMERCE STREET, KENBRIDGE, VA - 23944",VA,434-676-8444,BENCHMARK COMMUNITY BANK 
265274370,"P.O. BOX 80799, LAFAYETTE, LA - 70598",LA,337-272-7604,FIRST PIONEERS FEDERAL CU 
271291884  271291457,"950 E US HWY 20, MICHIGAN CITY, IN - 46360",IN,219-879-6161,FIRST TRUST FEDERAL CREDIT UNION 
221274725,"125 FRANKLIN STREET, BLOOMFIELD, NJ - 07003",NJ,973-748-8847,ESSEX COUNTY TEACHERS FCU 
042210722,"P.O. BOX 119, NEW MADISON, OH - 45346",OH,937-996-1071,THE FARMERS STATE BANK 
222383385,"395 GREGORY STREET, ROCHESTER, NY - 14620",NY,585-461-2230,GENESEE 
263281967,"502 WOODWARD AVE, PORT ST JOE, FL - 32456",FL,850-227-1156,EMERALD COAST FEDERAL CREDIT UNION 
241076000,"ATTN: JAMA HAYNES, CLEVELAND, OH - 44105",OH,216-271-7111,FAITH COMMUNITY UNITED 
061112830,"911 EAST ROBERT TOOMBS AVE, WASHINGTON, GA - 30673",GA,706-678-1111,F 
071111863,"21 E MAIN ST, GALESBURG, IL - 61401",IL,309-343-7141,F 
104901063  104901513,"204 N. MAIN ST., WEST POINT, NE - 68788",NE,402-372-5331,F 
104901513,"204 N. MAIN ST., WEST POINT, NE - 68788",NE,402-372-5331,F 
104901937  104901513,"204 N. MAIN, WEST POINT, NE - 68788",NE,402-372-5331,F 
103100409,"P O BOX 295, CRESCENT, OK - 73028",OK,405-715-1100,F 
103104133,"P O BOX 295, CRESCENT, OK - 73028",OK,405-715-1100,F 
063216307,"325 MAXEY DR, BRANDON, MS - 39042",MS,601-706-0720,COMMUNITY 
255077749,"8501 LASALLE ROAD, TOWSON, MD - 21286",MD,410-828-4500,CENTRAL CU OF MD 
251579403,"702 WASHINGTON STREET, RAVENSWOOD, WV - 26164",WV,304-273-0515,RAVENSWOOD FCU 
267079984,"6600 COWPEN RD, MIAMI LAKES, FL - 33014",FL,305-821-7060,JETSTREAM FCU 
267080355,"6600 COWPEN RD., MIAMI LAKES, FL - 33014",FL,305-821-7060,JETSTREAM FCU 
113105274  113103276,"3400 WEST MARSHALL AVE, LONGVIEW, TX - 75608",TX,903-683-2254,AUSTIN 
313187649,"2736 NALL, PORT NECHES, TX - 77651",TX,409-727-1446,MCT CREDIT UNION 
321180515,"2805 BOWERS AVENUE, SANTA CLARA, CA - 95051",CA,408-731-4362,KEYPOINT CREDIT UNION 
083902060,"201 N. THIRD ST, BARDSTOWN, KY - 40004",KY,502-348-3911,TOWN 
244077682,"100 MAIN STREET, GROVEPORT, OH - 43125",OH,614-836-0100,FIRST SERVICE FED CR UN 
081506646,"121 S COMMERCIAL, BRANSON, MO - 65616",MO,417-336-6310,FIRST COMMUNITY BANK OF THE OZARKS 
221379125,"22 DAVEY DR, PERU, NY - 12972",NY,518-643-9915,PERU FEDERAL CREDIT UNION 
321280237,"6100 NEIL ROAD SUITE 150, RENO, NV - 89511",NV,775-834-4579,SIERRA PACIFIC FCU 
043404443,"P.O. BOX 177, SISTERSVILLE, WV - 26175",WV,304-652-3511,UNION BANK INC 
081019230,"2191 LEMAY FERRY ROAD, ST LOUIS, MO - 63125",MO,314-633-6795,MIDWEST BANKCENTRE 
081019298,"2191 LEMAY FERRY ROAD, ST LOUIS, MO - 63125",MO,314-631-5500,MIDWEST BANKCENTRE 
081000524,"2191 LEMAY FERRY ROAD, ST. LOUIS, MO - 63125",MO,314-631-5500,MIDWEST BANKCENTRE 
081000553,"2191 LEMAY FERRY ROAD, ST. LOUIS, MO - 63125",MO,314-631-5500,MIDWEST BANKCENTRE 
081000676,"2191 LEMAY FERRY ROAD, ST. LOUIS, MO - 63125",MO,314-631-5500,MIDWEST BANKCENTRE 
073904447  104920442,"15 EAST MAIN, TREYNOR, IA - 51575",IA,712-487-3000,TREYNOR STATE BANK 
104920442,"15 EAST MAIN, TREYNOR, IA - 51575",IA,712-487-3000,TREYNOR STATE BANK 
302075416,"5080 WEST 60TH AVE, ARVADA, CO - 80003",CO,303-428-5080,ELECTRICAL FEDERAL CREDIT UNION 
111094235,"1130 W CAMP WISDOM RD, DALLAS, TX - 75232",TX,214-672-9180,OAK CLIFF CHRISTIAN FCU 
092901395,"213 1ST ST W, POLSON, MT - 59860",MT,406-883-4358,FIRST CITIZENS BK 
271071062,"2212 W CERMAK ROAD, CHICAGO, IL - 60608",IL,312-447-5215,MUTUAL FEDERAL BANK 
026073066,"SUITE 100, JERICHO, NY - 11753",NY,516-535-2002,ESQUIRE 
322275115,"8237 THIRD STREET, DOWNEY, CA - 90241",CA,562-862-8141,DOWNEY FCU 
073910923,"PO BOX 68, SOUTH ENGLISH, IA - 52335",IA,319-667-5005,WHITE STATE BANK 
303185703,"1508 E PROSPECT, PONCA CITY, OK - 74604",OK,580-718-4008,CHEROKEE STRIP CREDIT UNION 
221979114,"3563 MOHEGAN AVENUE, MOHEGAN LAKE, NY - 10547",NY,914-526-4015,HUDSON RIVERS TEACHERS FCU 
243381845,"ONE CREDIT UNION WAY, GROVE CITY, PA - 16127",PA,724-458-7520,GROVE CITY AREA FCU 
263177783,"3001 W DR MLK JR BLVD, TAMPA, FL - 33607",FL,813-870-4362,ST JOSEPH 
103101602,"201 E. BROADWAY, ELK CITY, OK - 73648",OK,580-225-3434,BANK OF WESTERN OKLAHOMA 
073911582,"240 LINN ST, BRUNSVILLE, IA - 51008",IA,712-533-6441,IOWA PRAIRIE BANK 
073920463,"240 LINN STREET, BRUNSVILLE, IA - 51008",IA,712-533-6441,IOWA PRAIRIE BANK 
102305373,"P.O. BOX 98, HULETT, WY - 82720",WY,307-467-5261,SUMMIT NATIONAL BANK 
091216476  091913180,"508 3RD STREET, PRINSBURG, MN - 56281",MN,320-978-6351,PRINSBANK 
091913180,"508 3RD STREET, PRINSBURG, MN - 56281",MN,320-978-6351,PRINSBANK 
071114255,"414 W. MAIN, SIDNEY, IL - 61877",IL,217-688-3150,LONGVIEW BANK 
064106283,"609 RED BOILING SPRINGS RD, LAFAYETTE, TN - 37083",TN,615-666-2121,MACON BANK AND TRUST COMPA 
053112343,"3451 PRESCOTT, MEMPHIS, TN - 38118",TN,901-542-7038,FIRST TENNESSEE BANK NATL ASSN 
091981688,"17330 STATE HWY 371, BRAINERD, MN - 56401",MN,218-829-2827,CROW WING POWER CREDIT UNION 
021205237,"2 CROSSROADS DRIVE, BEDMINSTER, NJ - 07921",NJ,908-234-0700,
021214312,"BUILDING B, BEDMINSTER, NJ - 07921",NJ,908-306-8090,
221270266,"2 CROSSROADS DRIVE, BEDMINSTER, NJ - 07921",NJ,908-306-8090,
222382441,"PO BOX 86, SPENCERPORT, NY - 14559",NY,585-352-6890,SPENCERPORT FEDERAL CREDIT UNION 
101104342,"P O BOX 219, WATHENA, KS - 66090",KS,785-989-4431,FARMERS STATE BANK OF WATHENA 
272485275,"25155 GODDARD ROAD, TAYLOR, MI - 48180",MI,313-291-3300,TOTAL COMMUNITY CREDIT UNION 
091001034,"2870 HOLMGREN WAY, GREEN BAY, WI - 54304",WI,800-236-8866,ASSOCIATED BANK MINNESOTA 
091900494,"2870 HOLMGREN WAY, GREEN BAY, WI - 54304",WI,800-236-8866,ASSOCIATED BANK MINNESOTA 
096016794,"2870 HOLMGREN WAY, GREEN BAY, WI - 54304",WI,800-236-8866,ASSOCIATED BANK MINNESOTA 
323274225,"PO BOX 70225, SPRINGFIELD, OR - 97475",OR,800-452-9515,NORTHWEST COMMUNITY CU 
091205678,"105 E SOO ST, PARKERS PRAIRIE, MN - 56361",MN,218-338-6054,MIDWEST BANK 
091213673,"105 E SOO ST, PARKERS PRAIRIE, MN - 56361",MN,218-338-6054,MIDWEST BANK 
081206946,"P.O. BOX 156, BARRY, IL - 62312",IL,217-335-2393,THE FIRST NATIONAL BANK OF BARRY 
061120563,"P. O. BOX 1430, DALLAS, GA - 30132",GA,770-445-8888,GEORGIA HERITAGE BANK 
061103140,"500 11TH STREET, COLUMBUS, GA - 31901",GA,800-334-9007,
062102441,"500 11TH STREET, COLUMBUS, GA - 31901",GA,800-334-9007,
062201591,"500 11TH STREET, COLUMBUS, GA - 31901",GA,800-334-9007,
313083824,"1415 N LOOP W 110, HOUSTON, TX - 77008",TX,713-869-9053,UNION FIDELITY FEDERAL CREDIT UNION 
322172881,"SUITE # 105, PHOENIX, AZ - 85004",AZ,602-254-5291,BANNER FEDERAL CREDIT UNION 
311971776,"130 NORTH MARSHALL STREET, HENDERSON, TX - 75652",TX,903-657-2577,HENDERSON FEDERAL SAVINGS BANK 
031319074,"PO BOX A, HALLSTEAD, PA - 18822",PA,570-879-6118,PEOPLES SECURITY BANK AND TRUST COMP 
031311807,"150 NORTH WASHINGTON AVENUE, SCRANTON, PA - 18503",PA,570-879-2175,PEOPLES SECURITY BANK AND TRUST COMP 
101104711,"111 N MAIN, BUCKLIN, KS - 67834",KS,620-826-3231,FARMERS STATE BANK OF BUCKLIN 
091215435,"118 E MINNESOTA AVE, NEWFOLDEN, MN - 56738",MN,218-874-7265,MARSHALL COUNTY STATE BANK 
301177755,"STE. 6, ATCHISON, KS - 66002",KS,913-367-1488,RIVER CITIES COMMUNITY CREDIT UNION 
211288307,"332 CUMMINGS RD., S PORTLAND, ME - 04106",ME,207-772-0808,TRUCHOICE FEDERAL CREDIT UNION 
211288381  211288307,"332 CUMMINGS RD., S PORTLAND, ME - 04106",ME,207-772-0808,TRUCHOICE FEDERAL CREDIT UNION 
265378182,"P.O. BOX 802, VICKSBURG, MS - 39181",MS,601-638-3134,VICKSBURG RAILROAD FCU 
075001047,"6001 W CAPITOL DRIVE, MILWAUKEE, WI - 53216",WI,414-449-8073,SECURANT BANK 
262277215,"1008 VETERANS MEMORIAL PARKWAY, TUSCALOOSA, AL - 35404",AL,205-759-7317,DCH CREDIT UNION 
031101169,"PO BOX 5017, SIOUX FALLS, SD - 57117",SD,866-271-1623,THE 
251579678,"2435 DUDLEY AVE, PARKERSBURG, WV - 26101",WV,304-865-2361,WOOD COUNTY COMMUNITY FCU 
211179131,"339 N ELM ST, TORRINGTON, CT - 06790",CT,860-496-7326,NORTHWEST HILLS 
111101306,"500 PAVILION RD, WEST MONROE, LA - 71292",LA,318-435-7535,WINNSBORO STATE BANK 
302075089  307076533,"816 WASHINGTON AVE, GOLDEN, CO - 80401",CO,303-279-6414,ON TAP CREDIT UNION 
307076533,"816 WASHINGTON AVE, GOLDEN, CO - 80401",CO,303-279-6414,ON TAP CREDIT UNION 
271274128,"110 E CHARLES STREET, MUNICE, IN - 47305",IN,765-747-2824,MUTUAL FEDERAL SAVINGS BANK 
222079550,"SUITE 49, CHEEKTOWAGA, NY - 14227",NY,716-684-1741,CHEEKTOWAGA CENTRL FEDERAL CREDIT UN 
053203210,"801 GILWAY STREET, HOLLY HILL, SC - 29059",SC,803-496-5011,FIRST NATIONAL BANK OF 
231278203  231278614,"1301 PARKWAY AVENUE, EWING, NJ - 08628",NJ,609-538-4061,CREDIT UNION OF NEW JERSEY 
231278614,"1301 PARKWAY AVENUE, EWING, NJ - 08628",NJ,609-538-4061,CREDIT UNION OF NEW JERSEY 
021272626,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO 
026008811,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO 
026009551,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO 
067001275,"10TH FLOOR, NEW YORK, NY - 10004",NY,877-766-5577,BANCO 
043386891,"207 SIGMA DRIVE, PITTSBURGH, PA - 15238",PA,412-963-8081,
061092057,"4140 THIELMAN LN, SAINT CLOUD, MN - 56301",MN,800-320-7262,STEARNS BANK NATIONAL ASSN 
061112186  091910455,"4140 THIELMAN LN, SAINT CLOUD, MN - 56301",MN,320-253-6607,STEARNS BANK NATIONAL ASSN 
091910455,"4140 THIELMAN LN, SAINT CLOUD, MN - 56301",MN,320-253-6607,STEARNS BANK NATIONAL ASSN 
031313627,"1695 STATE STREET, EAST PETERSBURG, PA - 17520",PA,856-415-4130,SWINEFORD NATL BK 
211385705,"205 MAIN STREET, SOUTHBRIDGE, MA - 01550",MA,508-765-5454,SOUTHBRIDGE CU 
291173076,"536 BINGHAM AVE, SAULT STE MARIE, MI - 49783",MI,906-632-5331,SOO COOP CREDIT UNION 
211287353,"15 UNIVERSITY DR, AUGUSTA, ME - 04332",ME,207-623-3857,CONNECTED CREDIT UNION 
301189170  303184652,"P.O. BOX 1358, BARTLESVILLE, OK - 74005",OK,918-336-7662,TRUITY FEDERAL CREDIT UNION 
303184652,"P.O. BOX 1358, BARTLESVILLE, OK - 74005",OK,918-336-7662,TRUITY FEDERAL CREDIT UNION 
271176653,"P O BOX 3637, CHAMPAIGN, IL - 61826",IL,217-398-6086,CHAMPAIGN POSTAL C U 
313092530,"1521 LAKE POINTE PARKWAY, SUGAR LAND, TX - 77478",TX,281-566-8000,PIONEER MUTUAL FEDERAL CU 
271173339,"301 MAIN ST, SAVANNA, IL - 61074",IL,815-273-3811,FIRST SAVANNA SAVINGS BANK 
313080610,"P O BOX 158, DEER PARK, TX - 77536",TX,281-479-6651,LUBRIZOL EMP C U 
121108441,"121 W PINE STREET, LODI, CA - 95240",CA,209-334-1101,FARMERS 
121132983  121108441,"121 W PINE STREET, LODI, CA - 95240",CA,209-334-1101,FARMERS 
091909178,"P.O. BOX 337, WAITE PARK, MN - 56387",MN,320-252-4200,PLAZA PARK STATE BANK 
062201533,"1402 STATE STREET, GREENSBORO, AL - 36744",AL,334-624-8804,PEOPLES 
067016192,"7920 SUMMERLIN LAKES DR., FORT MYERS, FL - 33907",FL,239-314-0599,ENCORE BANK 
291580313  291580711,"121 SUTLIFF AVENUE, RHINELANDER, WI - 54501",WI,715-365-4800,RIPCO CREDIT UNION 
291580711,"121 SUTLIFF AVENUE, RHINELANDER, WI - 54501",WI,715-365-4800,RIPCO CREDIT UNION 
031318787,"324 N 4TH ST, INDIANA, PA - 15701",PA,724-465-6850,INTEGRITY 
211174123,"PO BOX 1377, LEWISTON, ME - 04240",ME,877-898-7821,TD BANK 
253271916,"407 DEKALB STREET, CAMDEN, SC - 29020",SC,803-424-5001,FIRST PALMETTO BANK 
114921622,"112 WEST FORDTRAN STREET, STOCKDALE, TX - 78160",TX,830-996-3125,COMMERCE BANK TEXAS 
062203670,"1945 US HWY 43, WINFIELD, AL - 35594",AL,205-487-4265,STATE BANK 
081505388,"115 N LINCOLN DR, TROY, MO - 63379",MO,636-528-2525,CBC BANK 
302176632,"2302 NORTH AVENUE, GRAND JUNCTION, CO - 81501",CO,970-243-2434,WESTERN ROCKIES FEDERAL CREDIT UNION 
302177398,"2302 NORTH AVENUE, GRAND JUNCTION, CO - 81501",CO,970-243-2434,WESTERN ROCKIES FEDERAL CREDIT UNION 
264080811,"1701 21ST AVE S, NASHVILLE, TN - 37212",TN,615-385-6866,CORNERSTONE FINANCIAL CREDIT UNION 
211170347,"ONE FARM GLEN BLVD., FARMINGTON, CT - 06032",CT,860-284-6528,FARMINGTON BANK 
083902798,"P O BOX 366, STANFORD, KY - 40484",KY,606-365-7098,THE PEOPLES BANK OF KENTUCKY 
071004161  071001737,"6TH FLOOR, ROSEMONT, IL - 60018",IL,847-653-2259,M B FINANCIAL BANK NA 
071909211  071001737,"6TH FLOOR, ROSEMONT, IL - 60018",IL,847-653-2259,M B FINANCIAL BANK NA 
071922421  071001737,"6TH FLOOR, ROSEMONT, IL - 60018",IL,847-653-2259,M B FINANCIAL BANK NA 
243380451,"6010 MOUNTAINVIEW DR, WEST MIFFLIN, PA - 15122",PA,412-653-8000,UNITED COMMUNITY FCU 
243385508,"201 AIRBRAKE AVENUE, WILMERDING, PA - 15148",PA,412-824-8248,UNITED COMMUNITY FCU 
211383862,"642 CHELMSFORD ST, LOWELL, MA - 01851",MA,978-453-2734,LOWELL FIRE FIGHTERS CU 
272471852,"5151 CORPORATE DRIVE, TROY, MI - 48098",MI,248-312-6559,FLAGSTAR 
325170822,"PO BOX 1338, OLYMPIA, WA - 98507",WA,360-754-3400,OLYMPIA FEDERAL SAVINGS 
272477571,"SUITE 520, SOUTHFIELD, MI - 48033",MI,877-950-2228,ALLIANCE CATHOLIC CREDIT UNION 
272485259,"SUITE 520, SOUTHFIELD, MI - 48033",MI,877-950-2228,ALLIANCE CATHOLIC CREDIT UNION 
102105353,"925 N. 7TH ST, GRAND JUNCTION, CO - 81501",CO,970-241-4400,GRAND VALLEY BANK 
124384631  124303010,"925 NORTH 7TH STREET, GRAND JUNCTION, CO - 81501",CO,970-241-4400,GRAND VALLEY BANK 
051404037,"114 INDUSTRIAL DRIVE, LOUISA, VA - 23093",VA,540-967-2111,VIRGINIA COMMUNITY BANK 
275079578,"1919 E GRANGE AVE, MILWAUKEE, WI - 53207",WI,414-744-1325,AIR TECH CU 
264278872,"PO BOX 310, ERWIN, TN - 37650",TN,423-743-9192,CLINCHFIELD FEDERAL CREDIT UNION 
272481541,"408 E. GANSON ST, JACKSON, MI - 49201",MI,517-787-0029,JACKSON COMMUNITY FEDERAL CU 
271170413  271173368,"800 W LINCOLN AVE, CHARLESTON, IL - 61920",IL,217-348-8105,FIRST FEDERAL 
211178103,"450 UNIVERSAL DRIVE, NORTH HAVEN, CT - 06473",CT,203-234-8773,NEW HAVEN COUNTY CREDIT 
031309068  031376101,"PO BOX 567, MOUNT JOY, PA - 17552",PA,717-928-2325,UNION COMMUNITY BANK 
031376101,"PO BOX 567, MOUNT JOY, PA - 17552",PA,717-928-2325,UNION COMMUNITY BANK 
122105663,"PO BOX 32282, OKLAHOMA CITY, OK - 73123",OK,405-416-2222,FIRST FIDELTY BANK 
091906508,"321 WASHBURN AVENUE, BELGRADE, MN - 56312",MN,320-254-8271,NORTH AMERICAN STATE BANK 
083907573  083908255,"SUITE 150, BOWLING GREEN, KY - 42103",KY,270-393-0700,CITIZENS FIRST BANK INC 
067015274,"5722 SW 8 STREET, MIAMI, FL - 33144",FL,305-263-7900,INTERCONTINENTAL BANK 
222382137,"1546 LYELL AVE, ROCHESTER, NY - 14606",NY,585-458-9220,FOCUS FIRST FEDERAL CREDIT UNION 
322274653,"325 S SANTA FE AVE, COMPTON, CA - 90221",CA,310-638-5147,
056009479,"6723 WHITTIER AVE, MCLEAN, VA - 22101",VA,703-748-2005,CHAIN BRIDGE 
113121135,"P.O. BOX 152638, LUFKIN, TX - 75915",TX,936-634-8877,TEXAS STATE BANK 
111323906,"2201 SHERWOOD WAY, SAN ANGELO, TX - 76901",TX,325-949-3721,TEXAS STATE BANK 
211384667,"1150 PURCHASE ST, NEW BEDFORD, MA - 02740",MA,508-994-6546,NEW BEDFORD CU 
255071444,"SUITE 200, ANNAPOLIS, MD - 21401",MD,410-260-2147,SEVERN SAVINGS 
061205271,"P.O. BOX 45, ALAPAHA, GA - 31622",GA,912-532-6115,BANK OF ALAPAHA 
272485424,"STE 1, TRAVERSE CITY, MI - 49684",MI,231-946-7090,
072408546,"PO BOX 427, STOCKBRIDGE, MI - 49285",MI,517-480-7103,SSBBANK 
255075495,"3015 UNIVERSITY BOULEVARD, WEST, KENSINGTON, MD - 20795",MD,301-933-9100,SIGNAL FINANCIAL FCU 
301179960,"403 N WASHINGTON, WELLINGTON, KS - 67152",KS,620-326-2285,PANHANDLE FEDERAL CREDIT UNION 
211691062,"84 PINE STREET, BURLINGTON, VT - 05401",VT,802-923-1164,VERMONT FEDERAL CREDIT UNION 
222080183  222382221,"824 RIDGE ROAD E., ROCHESTER, NY - 14621",NY,585-544-9518,UKRAINIAN FCU 
092902394,"103 MAIN STREET, VICTOR, MT - 59875",MT,406-642-3431,FARMERS STATE BANK VICTOR 
252076714,"7135 WINDSOR BLVD, BALTIMORE, MD - 21244",MD,410-281-6243,SECURITYPLUS FEDERAL CREDIT UNION 
091205283,"601 EAST SHERIDAN STREET, ELY, MN - 55731",MN,218-365-6181,BOUNDARY WATERS BANK 
222080060,"2157 MAIN STREET, BUFFALO, NY - 14214",NY,716-862-1472,SISTERS HOSPITAL EMPLOYEES FCU 
111010837,"8500 FREEPORT PARKWAY SOUTH, STE 100, IRVING, TX - 75063",TX,800-423-1986,FEDERAL HOME LOAN BANK OF DALLAS 
255077671,"1215 YORK DR, LUTHERVILLE, MD - 21093",MD,410-321-6060,FIRST FINANCIAL FCU OF MD 
304982439,"SUITE A, LINCOLN, NE - 68505",NE,402-466-4040,FIRST LINCOLN FEDERAL CREDIT UNION 
275981792,"1707 INDIANA AVENUE, SHEBOYGAN, WI - 53081",WI,920-803-4317,SHEBOYGAN AREA CREDIT UNION 
275981828,"1707 INDIANA AVENUE, SHEBOYGAN, WI - 53081",WI,920-803-4317,SHEBOYGAN AREA CREDIT UNION 
104908723,"215 MAIN ST, STEINAUER, NE - 68441",NE,402-869-2211,BANK OF STEINAUER 
291881203,"130 23RD AVE SW, ROCHESTER, MN - 55902",MN,507-535-1460,MAYO EMPLOYEES FCU 
291975478,"130 23RD AVENUE SW, ROCHESTER, MN - 55902",MN,507-535-1460,MAYO EMPLOYEES FCU 
271182692,"1035 E MAIN ST, DANVILLE, IL - 61832",IL,217-477-4428,TEE PAK CREDIT UNION 
231387466,"1601 SOUTH QUEEN ST, YORK, PA - 17403",PA,717-843-1153,YORK EDUCATIONAL FCU 
241278099,"1002 BROAD STREET, CONNEAUT, OH - 44030",OH,440-593-6218,PORT CONNEAUT FEDERAL 
101902175  101105354,"225 W CENTRAL, ANDOVER, KS - 67002",KS,316-612-6010,EQUITY BANK 
082908599,"STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
101103233  101105354,"7701 E KELLOGG STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
101105354,"7701 E KELLOGG STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
101105590,"7701 E KELLOGG STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
101115292  101105354,"7701 E KELLOGG STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
103102410,"STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
103189307,"STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
301170817,"STE 100, WICHITA, KS - 67207",KS,316-612-6010,EQUITY BANK 
101106324,"SUITE 100, WICHITA, KS - 67707",KS,316-612-6010,EQUITY BANK 
091916255,"SUITE 100, MINNETONKA, MN - 55343",MN,952-939-7200,EQUITY BANK 
101102014,"P O BOX 150, NEODESHA, KS - 66757",KS,620-325-2632,FIRST NEODESHA BANK 
101103550  101102014,"PO BOX 150, NEODESHA, KS - 66757",KS,620-325-2632,FIRST NEODESHA BANK 
101106492,"PO BOX 150, NEODESHA, KS - 66757",KS,620-325-2632,FIRST NEODESHA BANK 
323276469,"1825 12TH STREET SOUTHEAST # 130, SALEM, OR - 97302",OR,503-581-6221,IBEW 
303986261,"9323 EAST 21ST STREET, TULSA, OK - 74129",OK,918-610-0200,TULSA FEDERAL EMPLOYEES CREDIT UNION 
101102072  103101437,"P O BOX 1988, STILLWATER, OK - 74076",OK,405-742-1327,BANK 
101109842  103101437,"P O BOX 1988, STILLWATER, OK - 74076",OK,405-742-1327,BANK 
101189590  103101437,"PO BOX 1988, STILLWATER, OK - 74076",OK,405-742-1327,BANK 
114014542  103101437,"BOX 1988, STILLWATER, OK - 74076",OK,405-372-2230,BANK 
284084541,"2168 FRISCO, MEMPHIS, TN - 38114",TN,901-745-9881,KELLOGG MPHS EMP CU 
111903290,"P O BOX 1081, BOWIE, TX - 76230",TX,940-872-2221,LEGEND 
322280207,"305 ""D"" STREET, NEEDLES, CA - 92363",CA,760-326-2942,DESERT COMMUNITIES FCU 
071925758,"P.O. BOX 255, MARENGO, IL - 60152",IL,815-568-4100,PRAIRIE COMMUNITY BANK 
301271693,"12498 SO 71 HWY, GRANDVIEW, MO - 64030",MO,816-765-2200,NORTH AMER SVGS BK FSB 
231379775,"2104 BATH RD, BRISTOL, PA - 19007",PA,215-788-5270,INSPIRE FEDERAL CREDIT UNION 
011392684,"20 ADAMS STREET, LEOMINSTER, MA - 01453",MA,978-537-8021,LEOMINSTER CREDIT UNION 
211383736,"20 ADAMS ST., LEOMINSTER, MA - 01453",MA,978-537-8021,LEOMINSTER CREDIT UNION 
283079159,"3740 BARDSTOWN RD, LOUISVILLE, KY - 40218",KY,502-459-3000,TRANSCEND CREDIT UNION 
103002772  103112523,"PO BOX 21000, OKLAHOMA CITY, OK - 73156",OK,405-748-9188,NBC OKLAHOMA 
103112523,"P.O. BOX 21000, OKLAHOMA CITY, OK - 73156",OK,405-748-9188,NBC OKLAHOMA 
061204913,"P.O. BOX 130, FITZGERALD, GA - 31750",GA,229-423-4321,COMMUNITY BANKING 
121142258,"168 WEST GARVEY AVENUE, MONTEREY PARK, CA - 91754",CA,626-243-1186,GBC INTERNATIONAL BANK 
122235902,"168 WEST GARVEY AVENUE, MONTEREY PARK, CA - 91754",CA,626-243-1186,GBC INTERNATIONAL BANK 
